Fecha,Hidraulica,Turbinacion bombeo,Nuclear,Carbon,Motores diesel,Turbina de gas,Turbina de vapor,Ciclo combinado,Eolica,Solar fotovoltaica,Solar termica,Otras renovables,Cogeneracion,Residuos no renovables,Residuos renovables,Generacion total
01/01/2014,73.065052,6.97016,146.015503,25.240655,8.388976000000001,1.481931,6.117064999999999,53.5346,257.896205,7.631801,0.519532,11.89724,54.043077,4.6167525,1.8773425,659.2958920000001
02/01/2014,89.171545,23.682079,146.147546,37.546113,8.659002000000001,2.3254960000000002,7.586721,52.322227,270.76440399999996,3.836442,0.177784,11.564649,79.006632,4.7430875,1.8317535,739.3654809999999
03/01/2014,102.502527,23.882275,146.198074,42.672053999999996,8.734932,2.1968609999999997,8.043085,51.254562,248.822078,8.673179,1.1572419999999999,11.891476,85.65822800000001,4.6575169999999995,1.599852,747.9439420000001
04/01/2014,106.84070600000001,8.520894,146.270916,30.782043,8.427393,1.620337,6.8753459999999995,32.862777,315.077619,8.813196,0.478934,12.10326,65.312961,4.375216,1.519458,749.881056
05/01/2014,117.217635,17.345744,121.525188,24.606925,8.346540000000001,1.564459,6.511197,41.422898,260.67458799999997,10.878603,2.137221,11.775113,64.800182,4.4628175,1.7296255,694.9987359999999
06/01/2014,110.841694,12.002167,138.871873,24.126403,8.373682,1.3920530000000002,6.032249,44.002059,200.74821,14.575066000000001,3.387373,11.760383,72.983825,4.695671,1.870948,655.663656
07/01/2014,137.05776999999998,14.969236,146.590231,88.419072,9.071864,2.101435,7.52242,61.4529,164.116648,15.038529,4.952227,11.433295,87.13441800000001,4.9290915,1.9484415,756.737578
08/01/2014,140.92127499999998,13.548455,146.60703700000002,121.447736,8.880172,2.354029,7.412564000000001,50.235866,172.744174,16.509065,5.368879,12.135745,92.10738099999999,5.012773,1.9216,797.206751
09/01/2014,145.404939,18.947146,146.601481,163.968872,9.236782,2.64873,7.573813,67.803967,87.87035499999999,13.48375,3.597518,12.587380999999999,93.64183,5.090702,1.979683,780.4369490000001
10/01/2014,146.32334899999998,18.990914,146.618268,180.35493400000001,8.823617,2.078668,7.4884390000000005,78.56786699999999,74.146856,9.637229999999999,0.767653,12.718091000000001,94.23329700000001,5.0906715,1.9420285,787.781883
11/01/2014,148.799593,13.13834,146.65970499999997,176.16460899999998,8.470519,2.174616,6.969412999999999,59.293167999999994,28.923318,11.343641,3.437767,12.892434999999999,75.044951,5.1277985,1.8963225,700.336196
12/01/2014,127.057432,12.486473,146.617966,90.047088,8.751235000000001,1.259437,6.341824,37.154745999999996,142.409789,11.090636,1.2523,13.06705,71.351372,4.9664885000000005,1.8614545,675.715291
13/01/2014,146.286975,17.112838,146.536943,79.54557700000001,8.961305,1.717139,7.249543,59.456535,218.591859,8.208454,1.1582059999999998,12.809026,88.853206,4.947915,1.661961,803.0974819999999
14/01/2014,134.555725,12.181095,146.393731,70.24642999999999,8.869375,1.563808,7.241835,46.121797,289.846808,7.283451,0.40538799999999997,12.36241,89.11948,4.7555265,1.7216925,832.6685519999999
15/01/2014,142.61891,15.170901,146.44298999999998,90.809471,8.961682000000001,2.068971,7.689113,67.316523,195.01639799999998,6.902819,0.8233429999999999,12.428728999999999,92.04011100000001,4.7328434999999995,1.7464135,794.769218
16/01/2014,140.457456,11.263200000000001,146.30389499999998,87.311913,9.062133,2.077099,7.691602,62.433983,218.889297,7.648331,0.329909,12.676105999999999,91.822349,4.6892155,1.7275094999999998,804.383998
17/01/2014,141.433915,10.146678,146.09292499999998,87.312967,8.975572,1.6265889999999998,7.681737,62.244389000000005,211.964124,11.945319999999999,0.668139,12.849726,92.542349,4.549176,1.849165,801.8827710000002
18/01/2014,146.938396,10.425769,145.939539,83.74761500000001,8.800065,1.109903,7.328771,49.935804,142.68456,9.120161,0.391558,12.987735,73.85953500000001,4.399921999999999,1.601647,699.2709800000001
19/01/2014,127.720689,12.001524999999999,137.185067,42.537851,8.630502,1.027194,6.865069999999999,50.534290999999996,177.407217,11.021692,2.588328,12.315715,71.862903,4.575607,1.3462729999999998,667.619924
20/01/2014,144.55538,13.572398,143.88136300000002,73.460842,9.345619000000001,1.5577539999999999,7.342984,66.19541199999999,249.820168,17.31775,4.470638,11.65973,88.77292299999999,4.5355275,1.3359625000000002,837.824451
21/01/2014,155.319027,12.251942,145.898402,113.04495299999999,9.421175999999999,1.596454,7.575441,85.020088,189.593033,10.746462,0.873445,12.012489,90.92736900000001,4.6118325,1.3255055,840.2176189999998
22/01/2014,153.675451,11.545977,145.933913,118.659309,9.149689,1.984666,7.649731,91.43488599999999,180.195945,10.110534,0.8078569999999999,11.904225,90.803729,4.408304,1.326973,839.5911890000001
23/01/2014,154.52797700000002,7.064865,146.006682,105.694654,8.980364,1.506232,6.995183,71.019965,200.52324,20.917216,7.9077269999999995,12.237642,90.33018200000001,4.4764295,1.3222954999999998,839.5106540000002
24/01/2014,144.19643100000002,11.303795000000001,146.001663,77.994916,8.835962,2.4880790000000004,6.184047,57.36074,264.25420299999996,17.907167,6.4675069999999995,12.887098,91.445532,4.505703499999999,1.3052725,853.138116
25/01/2014,139.108466,13.837899,146.106692,30.822089,8.913893,1.225162,5.4807380000000006,36.819803,271.95325099999997,16.660713,5.599211,13.146385,70.834397,4.513310499999999,1.3307185,766.3527279999998
26/01/2014,132.468684,13.224832000000001,150.20429800000002,21.755844,8.587129000000001,1.0701669999999999,4.8027169999999995,41.157365,239.18474600000002,18.287050999999998,4.737478,12.848495999999999,66.854591,4.2880975,1.3190454999999999,720.7905410000002
27/01/2014,134.185017,18.613625,157.814667,27.476448,9.112699000000001,1.586942,6.437366,45.27289,329.180294,16.418597000000002,2.277655,12.267531000000002,81.65936599999999,4.0692015,1.2558844999999998,847.6281829999998
28/01/2014,150.88759,21.311453,164.368976,29.039468,8.97316,2.135645,6.227158,31.54384,329.041904,11.395691000000001,1.785744,12.312629000000001,82.93673600000001,4.324368000000001,1.2749169999999999,857.5592790000001
29/01/2014,174.746231,20.065004000000002,147.98176999999998,47.871974,9.422053,1.6038160000000001,7.322118000000001,103.908437,197.85593599999999,12.132648,1.754189,11.988802,85.900349,4.513642,1.2319849999999999,828.298954
30/01/2014,169.006172,11.504605,146.133597,47.706686999999995,9.056222,1.867052,7.248964,62.906062,246.51119500000001,20.82357,8.353415,11.383619000000001,86.471583,4.24463,1.339125,834.556498
31/01/2014,183.500815,16.59636,146.111878,52.74401,9.134671,1.866761,7.2092529999999995,89.398126,194.25326,11.159963,1.166488,11.991376,88.107577,4.3106835,1.3387925,818.8900139999997
01/02/2014,161.849275,8.404084000000001,146.035108,19.024603,9.420128,1.654347,6.7777780000000005,35.66705,287.87006,12.262597,1.6423320000000001,10.769767,66.97225999999999,4.4340079999999995,1.259531,774.0429280000001
02/02/2014,177.29335500000002,10.477384,147.240146,24.512444,9.114492,1.559094,6.241169,63.177557,165.99894500000002,22.786247,8.091345,10.769245000000002,69.097578,4.454828,1.171447,721.985276
03/02/2014,188.258226,15.034637,158.71100399999997,36.565139,9.63239,1.865361,6.408161,75.41605100000001,225.646442,11.120897000000001,1.586954,11.885545,85.996966,4.4238645,1.1519804999999999,833.7036180000001
04/02/2014,194.35759299999998,14.104633,169.245619,31.724078000000002,9.741800999999999,3.007733,5.992876,65.526283,248.619087,11.883014,0.6126309999999999,12.002308999999999,84.39524800000001,4.437756,1.150031,856.8006920000001
05/02/2014,164.878127,8.727403,170.504344,29.91155,9.425328,2.505253,6.952733,49.831451,317.551898,11.845261,0.295286,11.938248,81.799786,4.213257,1.133634,871.5135590000001
06/02/2014,179.597777,15.184993,170.41490299999998,30.37133,9.201962,2.34253,6.896268,43.414586,258.870449,15.568855,1.301693,12.140346,80.466189,4.1828590000000005,1.279593,831.234333
07/02/2014,176.85294,10.887774,170.37501999999998,27.172804,9.493236000000001,1.6977840000000002,6.841610999999999,36.217905,289.28709200000003,18.011582999999998,2.315482,11.184108,77.850053,3.9273985,1.0906075000000002,843.2053980000001
08/02/2014,190.947586,7.36983,170.280006,22.927039,9.438917,1.617124,5.97668,27.244768,253.11829699999998,9.360108,0.653404,10.319368,57.694312,3.5279214999999997,0.7548235,771.2301840000001
09/02/2014,204.256491,12.019936,170.496282,20.910456999999997,9.168697,1.2916500000000002,6.065073,32.700784,185.386245,5.652344,0.13847900000000002,10.112351,56.615076,3.5517689999999997,0.6715599999999999,719.037194
