fecha,indicativo,nombre,provincia,prec,velmedia,sol,longitud,latitud
07/2014,2422,VALLADOLID,VALLADOLID,13.2,2.1903225806451614,11.412903225806453,-4.754444444444444,41.64083333333333
07/2014,2444,ÁVILA,AVILA,11.2,3.1225806451612903,10.864516129032259,-4.679722222222223,40.659166666666664
07/2014,2462,PUERTO DE NAVACERRADA,MADRID,44.0,3.0612903225806454,10.80967741935484,-4.010555555555555,40.793055555555554
07/2014,2465,SEGOVIA,SEGOVIA,24.6,2.638709677419355,11.46774193548387,-4.126388888888888,40.945277777777775
07/2014,2491C,"LA COVATILLA, ESTACIÓN DE ESQUÍ",SALAMANCA,32.4,4.467741935483871,9.980645161290322,-5.69,40.355000000000004
07/2014,2503X,OLMEDO,VALLADOLID,23.3,2.3892857142857147,,-4.686944444444444,41.325833333333335
07/2014,2539,VALLADOLID AEROPUERTO,VALLADOLID,38.4,4.106451612903226,11.338709677419354,-4.855555555555555,41.71194444444445
07/2014,2614,ZAMORA,ZAMORA,9.200000000000001,2.454838709677419,11.84,-5.735277777777778,41.51555555555556
07/2014,2630X,PUERTO DE SAN ISIDRO,LEON,22.4,4.0032258064516135,6.228571428571428,-5.376944444444444,43.06222222222222
07/2014,2661,"LEÓN, VIRGEN DEL CAMINO",LEON,27.6,,,-5.651111111111112,42.58833333333334
07/2014,2661B,LEÓN AEROPUERTO,LEON,28.8,3.2870967741935484,11.783870967741937,-5.6436111111111105,42.599444444444444
07/2014,2737E,LAGUNAS DE SOMOZA,LEON,16.9,2.737931034482759,,-6.196666666666667,42.3775
07/2014,2755X,BENAVENTE,ZAMORA,21.200000000000003,2.3870967741935485,10.203225806451613,-5.666666666666667,42.01083333333333
07/2014,2775X,VILLARDECIERVOS,ZAMORA,24.200000000000003,2.4000000000000004,11.361290322580645,-6.279722222222222,41.94138888888889
07/2014,2811A,NAVARREDONDA DE GREDOS,AVILA,43.3,1.403225806451613,,-5.143055555555556,40.35055555555556
07/2014,2867,SALAMANCA AEROPUERTO,SALAMANCA,10.3,3.051612903225806,11.712903225806452,-5.498333333333333,40.95944444444445
07/2014,2870,SALAMANCA,SALAMANCA,11.8,2.074193548387097,,-5.662222222222223,40.9575
07/2014,2916A,VITIGUDINO,SALAMANCA,10.6,4.390322580645161,11.416129032258064,-6.437777777777778,41.01138888888889
07/2014,2946X,SAELICES EL CHICO,SALAMANCA,8.8,3.3193548387096774,11.548387096774194,-6.6,40.635
07/2014,3013,MOLINA DE ARAGÓN,GUADALAJARA,27.5,2.0806451612903225,10.509677419354839,-1.8788888888888888,40.84166666666667
07/2014,3044X,CAÑIZARES,CUENCA,34.3,,,-2.15,40.530277777777776
07/2014,3094B,TARANCÓN,CUENCA,9.0,3.46,9.37142857142857,-3.0213888888888887,40.01138888888889
07/2014,3100B,ARANJUEZ,MADRID,2.0,,,-3.546111111111111,40.06722222222223
07/2014,3110C,BUITRAGO DEL LOZOYA,MADRID,14.2,2.2125,,-3.613611111111111,41.00694444444444
07/2014,3111D,SOMOSIERRA,MADRID,42.1,1.5966666666666667,,-3.5802777777777774,41.135555555555555
07/2014,3129,MADRID AEROPUERTO,MADRID,26.8,3.2451612903225806,12.40967741935484,-3.5555555555555554,40.46666666666667
07/2014,3130C,SIGÜENZA,GUADALAJARA,4.0,,5.535714285714286,-2.618055555555556,41.08638888888889
07/2014,3168D,GUADALAJARA,GUADALAJARA,15.000000000000002,2.9838709677419355,12.46774193548387,-3.15,40.63027777777778
07/2014,3175,TORREJÓN DE ARDOZ,MADRID,13.9,3.480645161290323,12.683870967741935,-3.443611111111111,40.48861111111111
07/2014,3191E,COLMENAR VIEJO,MADRID,21.7,2.987096774193548,11.658064516129032,-3.765,40.69611111111111
07/2014,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,3.3,,,-3.7241666666666666,40.45166666666667
07/2014,3195,"MADRID, RETIRO",MADRID,2.6,2.0483870967741935,,-3.6780555555555554,40.411944444444444
07/2014,3196,"MADRID, CUATRO VIENTOS",MADRID,6.800000000000001,3.170967741935484,12.080645161290322,-3.786111111111111,40.37555555555556
07/2014,3200,GETAFE,MADRID,5.8,3.896774193548387,12.238709677419354,-3.7222222222222223,40.29944444444444
07/2014,3260B,TOLEDO,TOLEDO,18.4,3.390322580645161,12.616129032258065,-4.045277777777778,39.88472222222222
07/2014,3266A,PUERTO ALTO DEL LEÓN,MADRID,0.0,,,-4.141944444444444,40.70638888888889
07/2014,3298X,SAN PABLO DE LOS MONTES,TOLEDO,14.1,2.1266666666666665,,-4.350555555555555,39.54694444444444
07/2014,3338,ROBLEDO DE CHAVELA,MADRID,0.5,1.6142857142857143,,-4.25,40.42777777777778
07/2014,3365A,TALAVERA DE LA REINA,TOLEDO,44.0,2.913793103448276,,-4.863611111111111,39.95861111111111
07/2014,3391,SOTILLO DE LA ADRADA,AVILA,6.5,1.967741935483871,,-4.590833333333333,40.28861111111111
07/2014,3434X,NAVALMORAL DE LA MATA,CACERES,28.6,2.5483870967741935,10.706896551724139,-5.5825,39.94583333333333
07/2014,3463X,TRUJILLO,CACERES,0.1,1.7285714285714284,,-5.854166666666666,39.4825
07/2014,3469A,CÁCERES,CACERES,6.6,2.7548387096774194,12.712903225806452,-6.338888888888889,39.47138888888889
07/2014,3519X,PLASENCIA,CACERES,27.700000000000003,2.0619047619047617,,-6.085833333333333,40.043055555555554
07/2014,3526X,CORIA,CACERES,0.0,2.832258064516129,11.860000000000001,-6.5575,40.00361111111111
07/2014,3576X,VALENCIA DE ALCÁNTARA,CACERES,38.4,2.458064516129032,,-7.231111111111111,39.414722222222224
07/2014,4061X,QUINTANAR DE LA ORDEN,TOLEDO,26.4,1.5133333333333332,,-3.0483333333333333,39.59722222222222
07/2014,4067,MADRIDEJOS,TOLEDO,7.2,3.1451612903225805,12.392857142857142,-3.5283333333333333,39.49194444444444
07/2014,4103X,TOMELLOSO,CIUDAD REAL,0.4,,11.174999999999999,-3.0075,39.16916666666666
07/2014,4121,CIUDAD REAL,CIUDAD REAL,7.199999999999999,2.329032258064516,12.629032258064516,-3.9202777777777778,38.98916666666667
07/2014,4147X,VALDEPEÑAS,CIUDAD REAL,1.2,2.0433333333333334,9.128571428571428,-3.391388888888889,38.75055555555556
07/2014,4148,VISO DEL MARQUÉS,CIUDAD REAL,0.0,2.609090909090909,,-3.5666666666666664,38.518055555555556
07/2014,4220X,PUEBLA DE DON RODRIGO,CIUDAD REAL,13.9,1.5766666666666667,,-4.621944444444445,39.08361111111111
07/2014,4244X,HERRERA DEL DUQUE,BADAJOZ,6.800000000000001,2.664516129032258,12.437931034482759,-5.062222222222222,39.169444444444444
07/2014,4267X,HINOJOSA DEL DUQUE,CORDOBA,4.7,2.8548387096774195,,-5.1211111111111105,38.49861111111111
07/2014,4358X,DON BENITO,BADAJOZ,4.0,2.1866666666666665,11.476666666666667,-5.880555555555556,38.955555555555556
07/2014,4386B,LLERENA,BADAJOZ,6.8,3.632258064516129,11.86,-6.016944444444444,38.23166666666667
07/2014,4410X,MÉRIDA,BADAJOZ,5.1,2.5903225806451613,,-6.385555555555556,38.91583333333333
07/2014,4452,BADAJOZ AEROPUERTO,BADAJOZ,10.6,3.07741935483871,12.087096774193547,-6.813888888888889,38.88333333333333
07/2014,4511C,JEREZ DE LOS CABALLEROS,BADAJOZ,0.0,4.475,12.526315789473685,-6.765,38.29861111111111
07/2014,4549Y,AYAMONTE,HUELVA,0.0,3.110344827586207,,-7.3950000000000005,37.19472222222222
07/2014,4560Y,ALAJAR,HUELVA,0.0,2.6866666666666665,,-6.675000000000001,37.868611111111115
07/2014,4642E,"HUELVA, RONDA ESTE",HUELVA,0.6,4.029032258064516,12.364516129032259,-6.911666666666667,37.27833333333333
07/2014,5000C,CEUTA,CEUTA,0.0,2.829032258064516,11.606451612903227,-5.3469444444444445,35.88861111111111
07/2014,5038X,CAZORLA,JAEN,0.0,1.0444444444444445,,-3.003888888888889,37.91583333333333
07/2014,5047E,BAZA,GRANADA,0.6,3.435483870967742,11.59,-2.735,37.505833333333335
07/2014,5181D,ARROYO DEL OJANCO,JAEN,0.0,2.5580645161290323,,-2.8897222222222223,38.31472222222222
07/2014,5192,VILLARRODRIGO,JAEN,0.0,,11.096551724137932,-2.6375,38.48916666666667
07/2014,5246,SANTA ELENA,JAEN,0.0,2.353333333333333,9.653571428571428,-3.5352777777777775,38.34444444444445
07/2014,5270,"JAÉN, INSTITUTO",JAEN,0.0,,,-3.7888888888888888,37.77638888888889
07/2014,5270B,JAÉN,JAEN,0.0,2.838709677419355,12.874193548387098,-3.8091666666666666,37.777499999999996
07/2014,5298X,ANDÚJAR,JAEN,0.0,2.6153846153846154,,-4.0633333333333335,38.02305555555555
07/2014,5390Y,VILLANUEVA DE CÓRDOBA,CORDOBA,0.0,2.774193548387097,,-4.608888888888888,38.33305555555556
07/2014,5402,CÓRDOBA AEROPUERTO,CORDOBA,0.2,3.458064516129032,11.72258064516129,-4.846666666666667,37.848888888888894
07/2014,5427X,DOÑA MENCÍA,CORDOBA,0.0,2.948387096774194,,-4.353888888888888,37.55611111111111
07/2014,5514,GRANADA BASE AÉREA,GRANADA,0.0,,12.412903225806453,-3.631388888888889,37.13722222222222
07/2014,5530E,GRANADA AEROPUERTO,GRANADA,0.0,3.1870967741935483,13.151612903225805,-3.789722222222222,37.19027777777777
07/2014,5582A,LOJA,GRANADA,0.0,1.6761904761904762,,-4.152777777777779,37.16111111111111
07/2014,5612B,LA RODA DE ANDALUCÍA,SEVILLA,0.0,3.2129032258064516,,-4.77,37.19444444444444
07/2014,5641X,ÉCIJA,SEVILLA,0.0,2.5161290322580645,,-5.085,37.51611111111111
07/2014,5704B,CAZALLA DE LA SIERRA,SEVILLA,0.0,1.73,,-5.769722222222222,37.92638888888889
07/2014,5783,SEVILLA AEROPUERTO,SEVILLA,0.0,3.606451612903226,12.03225806451613,-5.879166666666667,37.416666666666664
07/2014,5796,MORÓN DE LA FRONTERA,SEVILLA,0.0,2.4344827586206894,12.029032258064515,-5.6113888888888885,37.16444444444444
07/2014,5860E,"MOGUER, EL ARENOSILLO",HUELVA,0.2,2.5580645161290323,,-6.7380555555555555,37.09805555555556
07/2014,5910,"ROTA, BASE NAVAL",CADIZ,0.0,4.664516129032258,11.729032258064517,-6.3325,36.638888888888886
07/2014,5911A,GRAZALEMA,CADIZ,0.0,1.6258064516129032,,-5.3741666666666665,36.760555555555555
07/2014,5960,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,0.0,3.796666666666667,11.9,-6.055833333333333,36.75055555555556
07/2014,5972X,SAN FERNANDO,CADIZ,0.1,3.6142857142857143,,-6.205555555555556,36.46555555555556
07/2014,5973,CÁDIZ,CADIZ,0.0,3.851612903225807,11.84375,-6.257777777777778,36.499722222222225
07/2014,5995B,VEJER DE LA FRONTERA,CADIZ,0.0,3.670967741935484,,-5.965,36.245555555555555
07/2014,6000A,MELILLA,MELILLA,0.0,3.629032258064516,11.193548387096774,-2.956388888888889,35.27638888888889
07/2014,6001,TARIFA,CADIZ,0.0,5.536666666666666,,-5.598888888888888,36.013888888888886
07/2014,6058I,ESTEPONA,MALAGA,0.0,3.2666666666666666,8.324137931034484,-5.155,36.41694444444444
07/2014,6084X,FUENGIROLA,MALAGA,0.30000000000000004,2.303225806451613,,-4.618333333333334,36.53861111111111
07/2014,6106X,ANTEQUERA,MALAGA,0.0,2.1866666666666665,,-4.748333333333333,37.029444444444444
07/2014,6155A,MÁLAGA AEROPUERTO,MALAGA,0.0,4.1,11.606451612903227,-4.482222222222222,36.66611111111111
07/2014,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,0.0,2.872413793103448,,-4.4816666666666665,36.717777777777776
07/2014,6205X,TORROX,MALAGA,0.0,2.6806451612903226,,-3.957222222222222,36.72638888888889
07/2014,6277B,ADRA,ALMERIA,0.0,2.3280000000000003,,-3.0205555555555557,36.74722222222222
07/2014,6293X,ROQUETAS DE MAR,ALMERIA,0.0,3.835714285714286,8.507407407407406,-2.7016666666666667,36.68694444444444
07/2014,6302A,ABLA,ALMERIA,0.0,2.6366666666666663,,-2.78,37.14138888888889
07/2014,6325O,ALMERÍA AEROPUERTO,ALMERIA,0.0,3.893548387096774,11.580645161290322,-2.3569444444444447,36.84638888888889
07/2014,6367B,HUÉRCAL-OVERA,ALMERIA,0.1,2.3814814814814813,,-1.9436111111111112,37.39055555555556
07/2014,6381,ALBORÁN,ALMERIA,1.3,6.185185185185185,,-3.036111111111111,35.93833333333333
07/2014,7002Y,ÁGUILAS,MURCIA,0.0,2.585714285714286,12.407692307692308,-1.5869444444444445,37.41722222222222
07/2014,7012C,CARTAGENA,MURCIA,0.0,2.1548387096774193,,-0.9877777777777778,37.60111111111111
07/2014,7031,SAN JAVIER AEROPUERTO,MURCIA,0.0,,12.067741935483872,-0.8033333333333333,37.788888888888884
07/2014,7031X,SAN JAVIER AEROPUERTO,MURCIA,0.0,4.363333333333333,12.506666666666666,-0.8058333333333334,37.77833333333333
07/2014,7096B,HELLÍN,ALBACETE,9.6,2.35,,-1.7030555555555555,38.54194444444444
07/2014,7119B,CARAVACA DE LA CRUZ,MURCIA,1.2,,11.437037037037037,-1.8772222222222223,38.1025
07/2014,7145D,CIEZA,MURCIA,0.0,3.861290322580645,,-1.3805555555555555,38.23277777777778
07/2014,7178I,MURCIA,MURCIA,0.0,3.0548387096774197,11.970967741935485,-1.1708333333333334,38.00194444444445
07/2014,7209,LORCA,MURCIA,0.0,1.7516129032258063,,-1.6872222222222222,37.65472222222222
07/2014,7228,"ALCANTARILLA, BASE AÉREA",MURCIA,0.0,2.97741935483871,11.951612903225806,-1.2286111111111113,37.95777777777778
07/2014,7247X,EL PINÓS/PINOSO,ALICANTE,0.0,2.3225806451612905,,-1.0380555555555557,38.39972222222222
07/2014,7275C,YECLA,MURCIA,0.0,3.074193548387097,11.762068965517242,-1.159722222222222,38.60166666666667
07/2014,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,0.0,3.5999999999999996,10.62258064516129,-0.5708333333333333,38.282777777777774
07/2014,8025,ALACANT/ALICANTE,ALICANTE,0.0,2.4000000000000004,12.219354838709679,-0.49416666666666664,38.3725
07/2014,8050X,JÁVEA/ XÀBIA,ALICANTE,0.0,3.519354838709677,10.548387096774194,0.16777777777777778,38.78361111111111
07/2014,8058X,OLIVA,VALENCIA,0.4,2.3,,-0.09583333333333333,38.928888888888885
07/2014,8096,CUENCA,CUENCA,13.4,2.1870967741935483,,-2.1319444444444446,40.06722222222223
07/2014,8175,ALBACETE BASE AÉREA,ALBACETE,4.1,4.1,12.180645161290323,-1.856388888888889,38.95416666666667
07/2014,8177A,CHINCHILLA,ALBACETE,5.7,,,-1.66,38.93583333333333
07/2014,8178D,ALBACETE,ALBACETE,8.7,1.4806451612903226,12.84074074074074,-1.8627777777777779,39.005833333333335
07/2014,8293X,XÀTIVA,VALENCIA,9.2,3.3548387096774195,11.935483870967742,-0.5236111111111111,39.001666666666665
07/2014,8309X,UTIEL,VALENCIA,3.6,3.7516129032258063,11.596666666666666,-1.2447222222222223,39.57555555555556
07/2014,8325X,POLINYÀ DE XÚQUER,VALENCIA,12.2,2.94,,-0.3719444444444444,39.18472222222222
07/2014,8368U,TERUEL,TERUEL,29.599999999999998,2.15,10.846153846153847,-1.1241666666666668,40.35055555555556
07/2014,8414A,VALENCIA AEROPUERTO,VALENCIA,39.199999999999996,4.300000000000001,11.474193548387097,-0.4747222222222222,39.485
07/2014,8416,VALÈNCIA,VALENCIA,33.099999999999994,,10.09032258064516,-0.3663888888888889,39.480555555555554
07/2014,8416Y,"VALÈNCIA, VIVEROS",VALENCIA,30.2,1.8900000000000001,,-0.3663888888888889,39.480555555555554
07/2014,8489X,VILLAFRANCA DEL CID/VILLAFRANCA,CASTELLON,15.2,4.106451612903226,9.533333333333333,-0.25583333333333336,40.43333333333333
07/2014,8500A,CASTELLÓ - ALMASSORA,CASTELLON,14.6,2.5483870967741935,11.54516129032258,-0.07194444444444445,39.95722222222223
07/2014,8523X,VINARÒS,CASTELLON,42.300000000000004,3.034615384615385,,0.4297222222222222,40.55416666666667
07/2014,9001D,REINOSA,CANTABRIA,19.1,2.990322580645161,,-4.160555555555556,42.99194444444444
07/2014,9019B,"VALDERREDIBLE, POLIENTES   ",CANTABRIA,12.4,1.4548387096774194,,-3.933888888888889,42.80638888888888
07/2014,9051,MEDINA DE POMAR,BURGOS,11.6,2.5827586206896553,7.620689655172414,-3.4827777777777778,42.919999999999995
07/2014,9091O,FORONDA-TXOKIZA,ARABA/ALAVA,45.6,3.6,7.125806451612903,-2.735,42.88194444444444
07/2014,9091R,VITORIA-GASTEIZ AEROPUERTO,ARABA/ALAVA,48.3,3.5999999999999996,7.04,-2.7327777777777778,42.871944444444445
07/2014,9111,BELORADO,BURGOS,46.4,2.5,,-3.1702777777777778,42.42111111111111
07/2014,9170,"LOGROÑO, AEROPUERTO",LA RIOJA,53.1,2.9516129032258065,9.067741935483872,-2.331111111111111,42.452222222222225
07/2014,9201K,JACA,HUESCA,58.0,2.3766666666666665,,-0.5469444444444445,42.57888888888889
07/2014,9208E,ARAGÜÉS DEL PUERTO,HUESCA,3.0,3.05,,-0.6727777777777777,42.70861111111111
07/2014,9244X,SOS DEL REY CATÓLICO,ZARAGOZA,107.5,3.2363636363636363,,-1.213611111111111,42.490833333333335
07/2014,9262,PAMPLONA,NAVARRA,89.0,,,-1.6383333333333332,42.81777777777778
07/2014,9263D,"PAMPLONA, AEROPUERTO",NAVARRA,86.60000000000001,4.12258064516129,6.548387096774194,-1.65,42.776944444444446
07/2014,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,98.10000000000001,1.535483870967742,,-1.5325,42.77611111111111
07/2014,9283X,CADREITA,NAVARRA,66.3,3.9954545454545456,,-1.7113888888888888,42.206944444444446
07/2014,9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,70.8,6.359999999999999,,-1.475277777777778,42.198611111111106
07/2014,9381I,CALAMOCHA,TERUEL,25.3,2.6903225806451614,10.245161290322581,-1.2933333333333332,40.92611111111111
07/2014,9390,DAROCA,ZARAGOZA,17.2,1.7586206896551724,10.780645161290321,-1.41,41.114444444444445
07/2014,9394X,CALATAYUD,ZARAGOZA,85.2,3.2039999999999997,,-1.6452777777777778,41.33111111111111
07/2014,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,13.799999999999999,6.067741935483871,11.493548387096775,-1.0041666666666667,41.660555555555554
07/2014,9434P,"ZARAGOZA, VALDESPARTERA",ZARAGOZA,8.6,5.187096774193549,10.667741935483871,-0.9347222222222222,41.62111111111111
07/2014,9563X,CASTELLFORT,CASTELLON,9.4,,,-0.18666666666666665,40.49861111111111
07/2014,9569A,CALANDA,TERUEL,3.0,4.376,,-0.23777777777777778,40.946666666666665
07/2014,9573X,ALCAÑIZ,TERUEL,0.30000000000000004,3.4499999999999997,,-0.14166666666666666,41.058055555555555
07/2014,9576C,BUJARALOZ,ZARAGOZA,12.0,5.025806451612904,,-0.17444444444444443,41.5225
07/2014,9585,LA MOLINA,GIRONA,130.79999999999998,2.306896551724138,8.138461538461538,1.9394444444444445,42.3325
07/2014,9619,LA SEU D'URGELL,LLEIDA,34.6,,,1.4630555555555556,42.35472222222222
07/2014,9698U,TALARN,LLEIDA,66.2,2.7451612903225806,9.87741935483871,0.8652777777777777,42.20527777777778
07/2014,9720X,TÀRREGA,LLEIDA,19.5,1.6655172413793102,,1.1494444444444445,41.650555555555556
07/2014,9771C,LLEIDA,LLEIDA,17.0,3.2870967741935484,11.48709677419355,0.5980555555555556,41.626111111111115
07/2014,9784P,BIELSA,HUESCA,78.4,1.896774193548387,,0.22472222222222224,42.63
07/2014,9814A,TORLA,HUESCA,72.3,1.058064516129032,,-0.11166666666666668,42.626666666666665
07/2014,9898,"HUESCA, AEROPUERTO",HUESCA,21.3,5.445161290322581,10.95483870967742,-0.32555555555555554,42.08444444444444
07/2014,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,34.8,3.448387096774194,10.138709677419355,0.49333333333333335,40.82027777777778
07/2014,9987P,SANT JAUME D'ENVEJA,TARRAGONA,0.9,3.026923076923077,,0.81,40.69916666666666
07/2014,9990X,"NAUT ARAN, ARTIES ",LLEIDA,99.6,1.1,,0.8769444444444445,42.70027777777778
07/2014,B013X,"ESCORCA, LLUC",ILLES BALEARS,1.0,1.292857142857143,,2.8858333333333333,39.82333333333334
07/2014,B228,"PALMA, PUERTO",ILLES BALEARS,0.4,2.203225806451613,11.37741935483871,2.625277777777778,39.555277777777775
07/2014,B248,"SIERRA DE ALFABIA, BUNYOLA",ILLES BALEARS,0.0,4.6269230769230765,,2.7130555555555556,39.735
07/2014,B278,"PALMA DE MALLORCA, AEROPUERTO",ILLES BALEARS,0.1,4.390322580645161,11.193548387096774,2.736666666666667,39.56083333333333
07/2014,B346X,PORRERES,ILLES BALEARS,0.4,2.4076923076923076,,3.0191666666666666,39.52166666666667
07/2014,B434X,PORTOCOLOM  ,ILLES BALEARS,1.8,4.310344827586207,11.919230769230769,3.2716666666666665,39.41444444444444
07/2014,B569X,CAPDEPERA,ILLES BALEARS,5.4,5.232,,3.4780555555555557,39.71666666666667
07/2014,B691Y,SA POBLA,ILLES BALEARS,1.0,3.2866666666666666,11.24642857142857,3.0166666666666666,39.74916666666667
07/2014,B893,"MENORCA, AEROPUERTO",ILLES BALEARS,2.8,4.764516129032257,9.461290322580645,4.2155555555555555,39.85472222222222
07/2014,B954,"IBIZA, AEROPUERTO",ILLES BALEARS,0.0,3.967741935483871,10.563636363636364,1.3844444444444444,38.87638888888889
07/2014,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,0.0,7.583333333333333,9.248387096774193,-13.600277777777777,28.951944444444443
07/2014,C129Z,TAZACORTE,STA. CRUZ DE TENERIFE,0.4,1.41,,-17.915277777777778,28.59583333333333
07/2014,C139E,LA PALMA AEROPUERTO,STA. CRUZ DE TENERIFE,1.7000000000000002,6.070967741935483,6.483870967741935,-17.755,28.633055555555558
07/2014,C249I,FUERTEVENTURA AEROPUERTO,LAS PALMAS,0.0,6.938709677419355,9.009677419354839,-13.863055555555555,28.44472222222222
07/2014,C329Z,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,2.1,4.213333333333334,,-17.11138888888889,28.08972222222222
07/2014,C429I,TENERIFE SUR AEROPUERTO,STA. CRUZ DE TENERIFE,0.0,6.335483870967742,7.570967741935483,-16.561111111111114,28.046944444444446
07/2014,C430E,IZAÑA,STA. CRUZ DE TENERIFE,0.0,6.97741935483871,13.293548387096775,-16.499444444444446,28.30888888888889
07/2014,C439J,GÜÍMAR,STA. CRUZ DE TENERIFE,0.0,4.35,,-16.38222222222222,28.31833333333333
07/2014,C447A,TENERIFE NORTE AEROPUERTO,STA. CRUZ DE TENERIFE,19.0,7.983870967741935,5.751612903225807,-16.329444444444444,28.4775
07/2014,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,0.0,3.2838709677419353,10.506451612903225,-16.255277777777778,28.46333333333333
07/2014,C459Z,PUERTO DE LA CRUZ,STA. CRUZ DE TENERIFE,0.0,3.1374999999999997,,-16.548055555555557,28.418055555555558
07/2014,C619I,LA ALDEA DE SAN NICOLÁS,LAS PALMAS,0.9,3.9499999999999997,,-15.81388888888889,28.000833333333333
07/2014,C629X,"MOGÁN, PUERTO",LAS PALMAS,0.0,2.6666666666666665,,-15.764166666666666,27.81638888888889
07/2014,C649I,GRAN CANARIA AEROPUERTO,LAS PALMAS,0.0,10.748387096774193,6.767741935483872,-15.395277777777777,27.91777777777778
07/2014,C659H,"LAS PALMAS DE GRAN CANARIA, SAN CRISTOBAL",LAS PALMAS,3.2,4.846666666666667,,-15.416111111111112,28.08972222222222
07/2014,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,1.7000000000000002,2.8153846153846156,,-15.421388888888888,28.113055555555558
07/2014,C689E,MASPALOMAS,LAS PALMAS,0.0,2.2944444444444443,,-15.595833333333333,27.735833333333336
07/2014,C839I,TEGUISE,LAS PALMAS,0.0,3.7133333333333334,,-13.501944444444444,29.231944444444444
07/2014,C929I,HIERRO AEROPUERTO,STA. CRUZ DE TENERIFE,0.30000000000000004,7.083870967741936,9.096774193548388,-17.88888888888889,27.81888888888889
08/2014,0002I,VANDELLÒS  ,TARRAGONA,20.0,1.4225806451612903,,0.8713888888888889,40.95805555555556
08/2014,0016A,REUS AEROPUERTO,TARRAGONA,31.7,3.0,6.432258064516129,1.163611111111111,41.144999999999996
08/2014,0076,BARCELONA AEROPUERTO,BARCELONA,56.2,4.645161290322581,7.6,2.0700000000000003,41.29277777777778
08/2014,0149X,MANRESA,BARCELONA,64.4,2.9645161290322584,8.223333333333333,1.840277777777778,41.72
08/2014,0200E,"BARCELONA, FABRA",BARCELONA,25.1,3.574193548387097,8.596774193548388,2.1241666666666665,41.41833333333333
08/2014,0201D,BARCELONA,BARCELONA,55.0,3.925806451612903,,2.2,41.39055555555556
08/2014,0229I,SABADELL AEROPUERTO,BARCELONA,46.699999999999996,2.8483870967741933,,2.1030555555555557,41.52361111111111
08/2014,0252D,ARENYS DE MAR,BARCELONA,54.1,1.4096774193548387,,2.54,41.587500000000006
08/2014,0255B,SANTA SUSANNA,BARCELONA,50.9,1.7166666666666666,,2.6969444444444446,41.65083333333333
08/2014,0324A,RIPOLL,GIRONA,111.5,0.896551724137931,,2.196111111111111,42.19138888888889
08/2014,0367,GIRONA AEROPUERTO,GIRONA,91.5,2.929032258064516,7.783333333333333,2.763333333333333,41.91166666666666
08/2014,0372C,PORQUERES,GIRONA,96.89999999999999,1.4161290322580644,,2.763611111111111,42.10444444444445
08/2014,1002Y,"BAZTAN, IRURITA ",NAVARRA,121.0,0.5806451612903226,,-1.5430555555555554,43.13583333333333
08/2014,1014,"HONDARRIBIA, MALKARROA",GIPUZKOA,79.39999999999999,2.2580645161290325,6.196774193548387,-1.7922222222222222,43.356944444444444
08/2014,1014A,DONOSTIA / SAN SEBASTIÁN AEROPUERTO,GIPUZKOA,79.0,2.2387096774193544,6.196774193548387,-1.7922222222222222,43.356944444444444
08/2014,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,80.4,2.164516129032258,6.490322580645161,-2.041111111111111,43.30638888888888
08/2014,1037Y,ZUMARRAGA,GIPUZKOA,33.2,1.2935483870967743,,-2.3175,43.080000000000005
08/2014,1041A,ZUMAIA,GIPUZKOA,56.2,2.270967741935484,,-2.2511111111111113,43.30222222222222
08/2014,1050J,ELGOIBAR,GIPUZKOA,58.099999999999994,1.3,,-2.413333333333333,43.20944444444445
08/2014,1055B,LEKEITIO,BIZKAIA,24.8,2.509677419354839,,-2.5102777777777776,43.37694444444445
08/2014,1057B,MATXITXAKO,BIZKAIA,59.8,3.4451612903225803,,-2.7527777777777778,43.45388888888889
08/2014,1059X,PUNTA GALEA,BIZKAIA,26.8,2.2838709677419353,,-3.0216666666666665,43.375
08/2014,1078I,GÜEÑES,BIZKAIA,11.5,1.1838709677419357,,-3.104722222222222,43.20333333333333
08/2014,1082,BILBAO AEROPUERTO,BIZKAIA,22.0,2.4193548387096775,4.841935483870968,-2.906388888888889,43.29805555555556
08/2014,1083L,CASTRO URDIALES,CANTABRIA,50.0,2.3379310344827586,,-3.233888888888889,43.39472222222222
08/2014,1109,SANTANDER AEROPUERTO,CANTABRIA,30.6,,6.080645161290323,-3.8255555555555554,43.42388888888889
08/2014,1111,SANTANDER,CANTABRIA,26.3,3.370967741935484,6.635483870967741,-3.8005555555555555,43.49111111111111
